리뷰내용,추천수
#중문술집 #중문일식 #중문횟집 #이자카야 #모듬회 #중문맛집 #중문관광단지 #스시,2
"#1100도로,#천백고지1100도로너무나 예쁜 하늘 그리고 길",2
#제주바다#제주가볼만한곳 #올레길15-B코스#애월한담산책로,2
#콩닥제주포구민박 #콩닥제주 #포구민박 #애월민박 #제주민박 #독채민박 #예쁜민박 #바베큐파티 #인생샷#이색민박 #하귀민박 #신의한모 #하귀1629 #하귀카페,2
#귤밭76번지#겨울제주도여행,2
,2
#동백꽃 #분홍분홍 #친구랑 #겨울 #제두도 #꽃??,2
간만에 혼자 제주여행길 무작정 들린 마루웨이거리 지민이 다녀갔던 소식에 일찍 거리에 왔네요  여긴 조명이 비출때 왔어야 ... 차가 안다녀서 거리를 걷기에 좋아요,2
봄에 찾았던 곶자왈~ 겨울은 어떨까?? 하는 마음으로 가보고 싶어요~ 사랑하는 우리 남편과 손잡고 걸어보고 싶네요 ^^,2
코로나로 많이 힘들지만 누웨마루거리가 활성화 되어 부적부적했으면 좋겠어요~^^BTS & jimin ♡♡,2
다양한 제주도 전통주 로컬술을 전통주 소믈리에가 추천해주었어요. 양조장 위치에 맞춰 제주도 술이 진열되어서 한눈에 제주도 술을 볼 수 있어서 좋았습니다. 또 방문하고 싶어요!,2
제주도 여행중  찾아가본 누웨마루거리 ㅎㅎㅎ아이가 참 좋아했어요~지민이가  지나가본 거리를 걸어보고 있다며웃음이 끊이질 않네요 ㅎㅎ,2
#렛츠럼팜양귀비꽃,2
"가족끼리 여행와서 저녁식사후 누웨마루거리 즐겁게 구경하고 좋은추억 만들고 갑니다,",2
"#제주도동백 #애기동백 #위미동백군락지 #꽃천지이 동백꽃을 보기 위해 당일치기로 제주를 다녀왔던게 생각 나네요. 수 많은 동백꽃, 자연이 만들어 낸 꽃길.비가 내렸지만 그것마저 운치 있게 만들어 줬던 곳.",2
제주에 가족여행왔다가 세계적인 그룹 bts의 멤버 지민이 왔다갔다는 누웨마루거리 지민 포토존에서 귀엽고 멋진 지민형이랑 사진도 찍고 게임존에서 게임도 하고 간단히 쇼핑도 하고 갑니다. 코로나로 힘든 시기를 보내고 계시는 누웨마루거리 소상공인분들이 하루빨리 회복되어 활기와 웃음을 되찾길 바랍니다. 힘내세요!!,2
사진 잘안찍는 사람이 방탄소년단 지민으로너무 재미난 인증샷도 남기고 좋은 추억도 만들고 왔어요좋은시간 선물해주신 누웨마루에 감사드립니다,2
아미인데 제주여행간김에 지민이가 다녀간곳을 다녀와봤어요 엄청 좋았고 지민이가 한번다녀갔다고 지민존을 만든것도 신기했어요,2
제주대학교 입구 아름다운 제주 왕벚꽃 거리를 찍어 보았습니다.#제주여행공유 #제주대학교입구 #제주왕벚꽃축제 #제주왕벚꽃 #아름답다,2
"야크마을 다녀왔어요~ 넓은 부지에 조용한 마을 걷기만 해도 힐링이 되는거 같았어요~ 야크마을에서 걷기만 해도 친환경 제주여행!!! 일회용품 사용 하지 않기, 쓰레기 가져오기는 늘 실천하고 있어요~^^",2
#따라비오름 #오름 #갈대밭 #한적함한적한 곳을 좋아하다 보니까 조용한 곳을 찾게 되는 저는.. 따라비오름이 갈대밭으로 꽤 알려져있다고 해서 이른시간부터 찾아갔어요. 이른시간에 웨딩촬영하러 오신분들도 있었고 관광하러 오신분들도 꽤 있긴했지만 정말 여유롭게 볼 수 있는 곳인것 같아요^^그리고 오름이라고 해서 절대 높지 않다는 것! ㅎㅎ 차로 이동이 가능해서 더 좋았었던 곳이죠 ㅎㅎ,2
누웨마루거리에 지민포토존 다녀왔어요!감사하게도 전시기간을 늘려주셔서 사진을 찍고왔어요!  바로옆에 꽈배기집이 있는데 꽈배기랑 단팥빵 찹쌀빵 맛있어요!,2
"제주도에 11월 즈음 가본적 있는데, 날씨가 안좋아서 좀 힘들었어요.제주도에 눈이 쌓인 모습을 보니 정말 색다른 매력을 보여주네요.렛잇고 렛잇고를 부르며 제주도 달려가고 싶습니다. 제주 화이트!!!국내 최남단의 이국적 휴양지로 인기 있는 제주도의 겨울은 특별하다. 하얀 눈이 모자처럼 산 위에 내려앉은 한라산의 겨울 풍경을 배경으로 비교적 따스한 해양성기후의 푸른 제주 바다는 여행객들의 마음을 설레게 한다.무료입장 위주의 관광지를 투어 형태로 돌아보는 투어형관광은 여름철 피서객들을 중심으로 나타나는 반면 해가 짧고 기온이 떨어지는 겨울철에는 원하는 지역에 숙소를 예약하고 숙소 주변의 거리가 멀지않은 관광지를 둘러보며 여유롭게 여행을 즐기는 체류형관광이 많아진다. 체류형관광을 즐기는 여행객들의 경우 편안히 쉴 수 있는 제주도독채펜션을 선호한다.최근 제주여행을 즐기는 여행객들에게는 사계절 방문해야 할 공통적인 곳이 있다. 바로 푸른 제주의 곳곳에 펼쳐진 ‘오름’이다. 봄과 여름에는 녹색의 파릇파릇한 풍경을 만난다면 겨울에는 이국적이면서 특별한 설경을 만날 수 있는 곳이다.제주에서 유명한 ‘용눈이오름’, ‘백약이오름’, ‘다랑쉬오름’, 아부오름, 높은오름 등 오름은 제주 동부의 송당 인근에 자리잡고 있다. 송당에서는 성산, 김녕, 월정리, 세화, 하도 등 바닷가까지 이동시간이 약 15분 내외로 소요된다.천혜의 자연환경을 만날 수 있는 오름과 바다가 가까워 최근 송당에 숙소를 잡고 체류형 관광을 즐기는 여행객들이 늘어나는 추세이다.2018년 송당에 새롭게 자리잡은 뜨레시옷은 구승민 건축가 고유의 색채와 건축 철학이 담겨 있어 눈길을 끌고 있다. 솔리드호텔, 살림출판사 사옥, 성북동 미 대사관저, 한스갤러리, 노랑갤러리 등의 작품에 이어 제주도에 선보인 새로운 건축 작품이다.",2
"삼다공원 콘서트 푸드트럭으로 먹은 흑돼지 큐브 스테이크 에요~ 생각보다 너~~~~무 맛있어요! 또 다른 푸드트럭에서 한라봉 쥬스 구입해서  먹으면서 콘서트도 즐기고 사진도 찍고, 프리마켓도 둘러보고 했어요. 사진찍는 포토스팟이 너무 에쁘게 잘 조성되어서 너무 에뻤어요 ^^ ",2
BTS지민이 왔다간곳이라 해서 들렀다갑니다ㅎ사람 많을줄 알았는데 얼마없어 인증샷 금방찍고 갑니다공항이랑 가까워서 잠깐 들렀다가기 좋은거 같아요,2
#비짓제주이벤트 #친환경제주여행 #친환경플로깅 + 의미있는 전시제주 바르게 즐기기??,2
#광치기해변,2
제주 신화테마파크에서 날이 더워서 고생은 했지만가족들과 행복한 시간을 보냈어요.,2
#산방산형제섬용머리해안,2
재방문 의사 100000000%,2
"카멜리아 힐은 제주 갈때마다 들리는곳입니다!제주 자연을 담은 동백 정원 카멜리아 힐은 30년 열정과 사랑으로 제주의 자연을 담은, 동양에서 가장 큰 동백 수목원이며 계절마다 다른 꽃들을 볼수있는게 장점이고 겨울에 가보지 않아 동백꽃은 보지 못하였지만 기회가 된다면 동백꽃도 보고싶네요!",2
약 4년간 올레길 27코스를 완주하였습니다. 버스와 대중교통만으로 시작점에 가서 여행을 하는 무소유 여행으로 배낭하나를 메고 여자친구(현 와이프)와 함께 추억을 만들어왔습니다. 너무 아름다운 자연경관 그리고 자연과 함께 한 추억은 평생 잊지 못할 거 같아요.,2
#제주석양 #함덕서우봉해변 #분위기깡패 #함덕해수욕장 제주의 석양으로 꽤 유명한 곳이죠^^ 가까운 바다에서 석양을 보는것도 좋지만 바다를 조금 지나 올레길에서 내려다본 해변은정말이지 분위기 깡패! ㅠㅠ잊을수 없는 석양이였어요.,2
"방탄소년단지민의 흔적을 따라 오랜만에 제주여행을 했어요^^ 스누피가든,협재..마지막으로 들른 누웨마루거리?? 예쁜 포토존에서 지민이 따라하기!! 너무 행복했네요? 사진찍고 이리저리 둘러보다가 예쁜 옷가게 발견해서 이쁜옷도 몇벌사서 돌아왔습니다ㅎ 오랜만의 여행의 즐거움을 느낄수 있었던 곳! 조만간 또 방문이에요~??",2
#보롬왓메밀꽃#속없이날도좋구나,2
제주도 놀러오면 밤에 할게 없었는데 나이트마켓처럼 운영해서 너무 좋네요분위기랑 음식도 이국적이라 너무 좋았어요!!!!,2
사계절이 모두 매력이 있다는 사려니숲길. 피톤치드 자꾸 먹다보니 알아서 힐링이 되더라고요. 좋은 기억으로 남은 하루입니다.,2
#나미송누리채에서 두 밤을 지내시고 떠나시는엄연주님 일행분덜께서 남겨주신 가을사랑~아이덜 학부모 모임으로 오신 제주여행이신 듯헌디고슬밤 불멍도 허민서 좋은 시간 보냈다고..요레 모두 직접 멩근 집은 체얌인디 너미 펜허게 지냈다멍하트 열 두개..ㅎㅎ,2
좋을것같아요,2
Come on Jeju !!,2
#이호테우해변,2
"오늘은 제주도에서 특별한 하루를 보내기로 했습니다. 아침 일찍 출발하여 다섯 곳을 순회하며 제주도의 아름다움과 매력을 만끽해보았습니다.첫 번째 목적지는 '금능해수욕장'입니다. 햇살이 빛나는 해변을 따라 산책하며 파도 소리를 들으며 여유로운 시간을 보냈습니다. 금사빠의 모래와 맑은 바다가 절묘한 조화를 이루는 이곳에서 하루를 시작하는 것은 환상적이었습니다.다음으로 이동한 장소는 '신창풍차해안'입니다. 바람을 타고 돌아가는 풍차들과 함께하는 바다 경치는 정말로 아름다웠습니다. 신선한 공기와 함께하는 휴식은 마음을 정화시키는 것 같았습니다.점심 식사로 '모들한상'을 찾았습니다. 제주도의 특산물을 활용한 맛있는 음식을 맛보며 지역의 풍미를 느낄 수 있었습니다. 요리와 함께 나눈 대화는 제주도의 문화를 더 가까이 느낄 수 있는 기회였습니다.오후에는 '아르떼뮤지엄'으로 향했습니다. 다양한 작품들이 전시되어 있는 미술관에서 예술적인 영감을 받으며 시간을 보냈습니다. 현대 예술의 아름다움과 창의성을 느낄 수 있는 장소였습니다.일몰을 볼 준비를 마치고 '새별오름'으로 이동했습니다. 뜨거웠던 해가 떨어지며 붉게 물든 하늘을 바라보며 차분한 시간을 보냈습니다. 마음이 맑아지는 듯한 느낌을 받으면서 오늘 하루를 돌아보았습니다.제주도의 다양한 경관과 경험을 통해 한 장소에서 다른 장소로 넘어가는 설레임을 느꼈습니다. 오늘의 여정은 마치 작은 모험 같았고, 각 장소마다 느껴지는 감동과 아름다움은 저에게 오랫동안 남을 것입니다.",2
#유채꽃이#환상적인#함덕둘레길#최고!,2
첫째날에 아쿠아플라넷! 남녀노소 즐길수 있고 아쿠아리움은 가도가도 좋은 곳!동심으로 돌아가 어린아이마냥 놀았던 기억입니다 ㅎㅎ!아쿠아플라넷 추천합니다!공연도 볼수있고 넓어 구경할수 있는게 많습니다!,2
누웨마루 거리에 가면맛집 카페 술집 화장품 옷가게등한번에 다 할수있어 좋았는데bts지민이 다녀갔다니더욱 좋아져서 일부러 찾아가게 되네요앞으로 더욱 인기있는 명소가 되고예전의 번성했던 그때로 돌아가길 희망해요,2
"누웨마루 거리는 방탄소년단 지민이 덕분에 이번에 알게 되어 처음 가봤어요. 주차도 편하고 거리도 예쁘고 쇼핑점과 음식점도 많아요. 무엇보다 지민존에서 예쁜 사진 찍을 수 있어서 좋은 추억도 쌓았어요. 제주도는 여러번 가서 다 봤다고 생각했는데 계속 볼거리라 생기네요. 이번에는 지민이 따라서 누웨마루 거리와 스누피가든을 새롭게 방문했어요. 다음에도 다시 방문해서 못 걸어본 올레길 코스도 마저 도전하고, 맛있는 갈치찜도 또 먹고 싶어요. 겨울의 제주는 정말 따뜻하고 아름다운 멋진 곳이에요??",2
제주도 여행하면서 누웨마루거리라는걸 지민이덕분에 알았어요 그래서 숙소도 연동에서 잡고 사진찍은 후에는 근처에서 맛있는 밥도 먹었어요 이렇게 이쁜 거리와 포토존이 있다는걸 알게 되서 기뻐용,2
I purple u??제주도에 와서 지민님께 행복한 볼거리를 제공해주어서 너무 고맙고 지속적으로 유지해줘서 고맙습니다?? ,2
숙소가 근처라 누웨마루 거리를 둘러봤어요 저녁도 해결하고 거리구경을 했는데 조명도 너무 예쁘고 포토존이 이색적이어서 인증샷을 찍었어요호텔와서 보니 대박~ 방탄 지민이 왔다가 누웨마루에서 사진찍어서세계적으로 이슈가됀  곳이었어요인싸가 됀 기분이었어요갈때마다 새로운 제주를 느낄 수 있어서 행복했습니다 I LOVE 제주♡,2
제주시 핫플 #누웨마루거리 다녀왔습니다 :),2
#제주도 #서귀포 #매일올레시장 #문어빵 #군것질,2
"#비오토피아 #예약제 #건축박물관 #이타미준조금 특별한 관람.건축으로 만들어진 건물 박물관.돌, 바람, 물을 주제로 만들어진 곳인데 들어가는 인원수와 횟수가 제한 되어 있는 철저한 예약이 이뤄져야 관람이 가능한 곳! 큐레이터의 안내로 설명과 함께 관람을 하는데 그냥 그 자체로 너무 신비했던 곳. 여기는 4계절 그리고 비오는 날, 눈오는날 조차 모두 가보고싶은 곳이예요 ㅎㅎ",2
제주여행중 지민 여행코스를 알게 되어 바로 달려간 누웨마루 거리지민이 덕에 누웨마루 거리도 가보고 좋았어요~다음 제주여행에 또 방문할 예정이에요??,2
산책 걷기 좋아요 ! 경치 굿,2
#작년에도#왔던#가시리#유채축제를#또#왔다.#작년보다#더#예뻤다.,2
다정이네 김밥너무 맛나요.특히 위생과 신선도로 더욱 맛나게 느껴져요.기본 속재료와 달걀지단을 그때그때 조리해서 30분 이내 만들어진걸 사용해서더욱 신뢰가고 맛있어요.3개 지점이잇어서 여행시 근처에있다면 꼭 들려보세요,2
